each_cy,pingyin,input_index,output_index
无地自容,"['wu', 'di', 'zi', 'rong']",60,1
过河拆桥,"['guo', 'he', 'chai', 'qiao']",7,14
前倨后恭,"['qian', 'ju', 'hou', 'gong']",17,13
弄巧成拙,"['nong', 'qiao', 'cheng', 'zhuo']",0,15
噤若寒蝉,"['jin', 'ruo', 'han', 'chan']",44,1
瓜田李下,"['gua', 'tian', 'li', 'xia']",4,7
望尘莫及,"['wang', 'chen', 'mo', 'ji']",12,62
半途而废,"['ban', 'tu', 'er', 'fei']",8,11
一筹莫展,"['yi', 'chou', 'mo', 'zhan']",126,10
抱薪救火,"['bao', 'xin', 'jiu', 'huo']",6,17
大器晚成,"['da', 'qi', 'wan', 'cheng']",15,17
莫逆之交,"['mo', 'ni', 'zhi', 'jiao']",32,24
按图索骥,"['an', 'tu', 'suo', 'ji']",13,62
强弩之末,"['qiang', 'nu', 'zhi', 'mo']",14,38
一网打尽,"['yi', 'wang', 'da', 'jin']",126,39
蜀犬吠日,"['shu', 'quan', 'fei', 'ri']",31,9
曲突徙薪,"['qu', 'tu', 'xi', 'xin']",20,81
矫枉过正,"['jiao', 'wang', 'guo', 'zheng']",32,12
吴牛喘月,"['wu', 'niu', 'chuan', 'yue']",60,11
居安思危,"['ju', 'an', 'si', 'wei']",38,44
宾至如归,"['bin', 'zhi', 'ru', 'gui']",5,8
不耻下问,"['bu', 'chi', 'xia', 'wen']",17,22
不可救药,"['bu', 'ke', 'jiu', 'yao']",17,13
河东狮吼,"['he', 'dong', 'shi', 'hou']",57,9
手舞足蹈,"['shou', 'wu', 'zu', 'dao']",32,23
爱屋及乌,"['ai', 'wu', 'ji', 'wu']",8,101
不胫而走,"['bu', 'jing', 'er', 'zou']",17,9
大义灭亲,"['da', 'yi', 'mie', 'qin']",15,5
越俎代庖,"['yue', 'zu', 'dai', 'pao']",16,2
水滴石穿,"['shui', 'di', 'shi', 'chuan']",22,7
炙手可热,"['zhi', 'shou', 'ke', 're']",60,2
因噎废食,"['yin', 'ye', 'fei', 'shi']",12,99
草菅人命,"['cao', 'jian', 'ren', 'ming']",11,40
排难解纷,"['pai', 'nan', 'jie', 'fen']",0,24
如鱼得水,"['ru', 'yu', 'de', 'shui']",17,28
流芳百世,"['liu', 'fang', 'bai', 'shi']",25,99
众志成城,"['zhong', 'zhi', 'cheng', 'cheng']",45,17
管中窥豹,"['guan', 'zhong', 'kui', 'bao']",25,28
南柯一梦,"['nan', 'ke', 'yi', 'meng']",3,8
束之高阁,"['shu', 'zhi', 'gao', 'ge']",31,20
忍辱负重,"['ren', 'ru', 'fu', 'zhong']",62,33
卧薪尝胆,"['wo', 'xin', 'chang', 'dan']",7,23
买椟还珠,"['mai', 'du', 'huan', 'zhu']",9,19
不求甚解,"['bu', 'qiu', 'shen', 'jie']",17,44
青黄不接,"['qing', 'huang', 'bu', 'jie']",15,44
自惭形秽,"['zi', 'can', 'xing', 'hui']",14,22
急如星火,"['ji', 'ru', 'xing', 'huo']",98,17
背道而驰,"['bei', 'dao', 'er', 'chi']",26,13
同舟共济,"['tong', 'zhou', 'gong', 'ji']",29,62
披星戴月,"['pi', 'xing', 'dai', 'yue']",6,11
相敬如宾,"['xiang', 'jing', 'ru', 'bin']",24,3
鹤立鸡群,"['he', 'li', 'ji', 'qun']",57,4
格格不入,"['ge', 'ge', 'bu', 'ru']",13,47
山穷水尽,"['shan', 'qiong', 'shui', 'jin']",25,39
功败垂成,"['gong', 'bai', 'chui', 'cheng']",17,17
旁若无人,"['pang', 'ruo', 'wu', 'ren']",0,28
青梅竹马,"['qing', 'mei', 'zhu', 'ma']",15,13
五体投地,"['wu', 'ti', 'tou', 'di']",60,15
强词夺理,"['qiang', 'ci', 'duo', 'li']",14,55
投鞭断流,"['tou', 'bian', 'duan', 'liu']",17,21
天花乱坠,"['tian', 'hua', 'luan', 'zhui']",39,1
不速之客,"['bu', 'su', 'zhi', 'ke']",17,11
势不两立,"['shi', 'bu', 'liang', 'li']",144,55
开诚布公,"['kai', 'cheng', 'bu', 'gong']",12,13
一丝不苟,"['yi', 'si', 'bu', 'gou']",126,8
力不从心,"['li', 'bu', 'cong', 'xin']",82,81
扑朔迷离,"['pu', 'shuo', 'mi', 'li']",5,55
举足轻重,"['ju', 'zu', 'qing', 'zhong']",38,33
再接再厉,"['zai', 'jie', 'zai', 'li']",4,55
姗姗来迟,"['shan', 'shan', 'lai', 'chi']",25,13
明日黄花,"['ming', 'ri', 'huang', 'hua']",29,24
迎刃而解,"['ying', 'ren', 'er', 'jie']",34,44
非驴非马,"['fei', 'lv', 'fei', 'ma']",25,13
百发百中,"['bai', 'fa', 'bai', 'zhong']",3,33
罄竹难书,"['qing', 'zhu', 'nan', 'shu']",15,30
自作自受,"['zi', 'zuo', 'zi', 'shou']",14,33
自暴自弃,"['zi', 'bao', 'zi', 'qi']",14,67
高枕无忧,"['gao', 'zhen', 'wu', 'you']",4,43
家喻户晓,"['jia', 'yu', 'hu', 'xiao']",11,23
安步当车,"['an', 'bu', 'dang', 'che']",13,6
一见如故,"['yi', 'jian', 'ru', 'gu']",126,44
小巫见大巫,"['xiao', 'wu', 'jian', 'da', 'wu']",17,101
怒发冲冠,"['nu', 'fa', 'chong', 'guan']",7,11
一尘不染,"['yi', 'chen', 'bu', 'ran']",126,3
愚公移山,"['yu', 'gong', 'yi', 'shan']",80,12
口蜜腹剑,"['kou', 'mi', 'fu', 'jian']",15,29
不寒而栗,"['bu', 'han', 'er', 'li']",17,55
别开生面,"['bie', 'kai', 'sheng', 'mian']",0,14
枕戈待旦,"['zhen', 'ge', 'dai', 'dan']",25,23
事半功倍,"['shi', 'ban', 'gong', 'bei']",144,29
数典忘祖,"['shu', 'dian', 'wang', 'zu']",31,6
中流砥柱,"['zhong', 'liu', 'di', 'zhu']",45,19
欲盖弥彰,"['yu', 'gai', 'mi', 'zhang']",80,5
对症下药,"['dui', 'zheng', 'xia', 'yao']",3,13
尾大不掉,"['wei', 'da', 'bu', 'diao']",51,12
抱残守缺,"['bao', 'can', 'shou', 'que']",6,0
熟能生巧,"['shu', 'neng', 'sheng', 'qiao']",31,14
鞭长莫及,"['bian', 'chang', 'mo', 'ji']",24,62
开卷有益,"['kai', 'juan', 'you', 'yi']",12,263
虎口余生,"['hu', 'kou', 'yu', 'sheng']",18,29
风马牛不相及,"['feng', 'ma', 'niu', 'bu', 'xiang', 'ji']",45,62
海市蜃楼,"['hai', 'shi', 'shen', 'lou']",26,6
口是心非,"['kou', 'shi', 'xin', 'fei']",15,11
不毛之地,"['bu', 'mao', 'zhi', 'di']",17,15
大发雷霆,"['da', 'fa', 'lei', 'ting']",15,9
声东击西,"['sheng', 'dong', 'ji', 'xi']",50,36
平步青云,"['ping', 'bu', 'qing', 'yun']",8,3
一知半解,"['yi', 'zhi', 'ban', 'jie']",126,44
自怨自艾,"['zi', 'yuan', 'zi', 'yi']",14,263
曲高和寡,"['qu', 'gao', 'he', 'gua']",20,15
怨声载道,"['yuan', 'sheng', 'zai', 'dao']",33,23
指桑骂槐,"['zhi', 'sang', 'ma', 'huai']",60,3
忍气吞声,"['ren', 'qi', 'tun', 'sheng']",62,29
投桃报李,"['tou', 'tao', 'bao', 'li']",17,55
空前绝后,"['kong', 'qian', 'jue', 'hou']",13,9
否极泰来,"['pi', 'ji', 'tai', 'lai']",6,3
饮水思源,"['yin', 'shui', 'si', 'yuan']",12,19
克绍箕裘,"['ke', 'shao', 'ji', 'qiu']",24,13
两败俱伤,"['liang', 'bai', 'ju', 'shang']",17,10
两全其美,"['liang', 'quan', 'qi', 'mei']",17,19
才高八斗,"['cai', 'gao', 'ba', 'dou']",11,2
盲人摸象,"['mang', 'ren', 'mo', 'xiang']",3,24
因陋就简,"['yin', 'lou', 'jiu', 'jian']",12,29
见猎心喜,"['jian', 'lie', 'xin', 'xi']",40,36
信口开河,"['xin', 'kou', 'kai', 'he']",80,13
欣欣向荣,"['xin', 'xin', 'xiang', 'rong']",80,1
巧取豪夺,"['qiao', 'qu', 'hao', 'duo']",7,9
虎视眈眈,"['hu', 'shi', 'dan', 'dan']",18,23
怨天尤人,"['yuan', 'tian', 'you', 'ren']",33,28
水泄不通,"['shui', 'xie', 'bu', 'tong']",22,35
一气呵成,"['yi', 'qi', 'he', 'cheng']",126,17
触类旁通,"['chu', 'lei', 'pang', 'tong']",23,35
杀鸡取卵,"['sha', 'ji', 'qu', 'luan']",3,5
面面相觑,"['mian', 'mian', 'xiang', 'qu']",28,14
老生常谈,"['lao', 'sheng', 'chang', 'tan']",17,15
初出茅庐,"['chu', 'chu', 'mao', 'lu']",23,21
当头棒喝,"['dang', 'tou', 'bang', 'he']",9,13
完璧归赵,"['wan', 'bi', 'gui', 'zhao']",4,9
三缄其口,"['san', 'jian', 'qi', 'kou']",8,17
从容不迫,"['cong', 'rong', 'bu', 'po']",9,11
九牛一毛,"['jiu', 'niu', 'yi', 'mao']",10,10
沧海遗珠,"['cang', 'hai', 'yi', 'zhu']",4,19
铁面无私,"['tie', 'mian', 'wu', 'si']",5,32
望眼欲穿,"['wang', 'yan', 'yu', 'chuan']",12,7
炉火纯青,"['lu', 'huo', 'chun', 'qing']",31,42
鱼目混珠,"['yu', 'mu', 'hun', 'zhu']",80,19
驾轻就熟,"['jia', 'qing', 'jiu', 'shu']",11,30
鸦雀无声,"['ya', 'que', 'wu', 'sheng']",7,29
举棋不定,"['ju', 'qi', 'bu', 'ding']",38,1
痛定思痛,"['tong', 'ding', 'si', 'tong']",29,35
黔驴技穷,"['qian', 'lv', 'ji', 'qiong']",17,5
孜孜不倦,"['zi', 'zi', 'bu', 'juan']",14,5
生吞活剥,"['sheng', 'tun', 'huo', 'bo']",50,9
暴虎冯河,"['bao', 'hu', 'ping', 'he']",6,13
喋喋不休,"['die', 'die', 'bu', 'xiu']",0,14
四海为家,"['si', 'hai', 'wei', 'jia']",28,20
请君入瓮,"['qing', 'jun', 'ru', 'weng']",15,0
闻鸡起舞,"['wen', 'ji', 'qi', 'wu']",30,101
倒行逆施,"['dao', 'xing', 'ni', 'shi']",41,99
差强人意,"['cha', 'qiang', 'ren', 'yi']",1,263
谈虎色变,"['tan', 'hu', 'se', 'bian']",23,16
礼尚往来,"['li', 'shang', 'wang', 'lai']",82,3
节外生枝,"['jie', 'wai', 'sheng', 'zhi']",52,66
高朋满座,"['gao', 'peng', 'man', 'zuo']",4,30
脚踏实地,"['jiao', 'ta', 'shi', 'di']",32,15
前功尽弃,"['qian', 'gong', 'jin', 'qi']",17,67
招摇过市,"['zhao', 'yao', 'guo', 'shi']",10,99
井底之蛙,"['jing', 'di', 'zhi', 'wa']",44,8
梁上君子,"['liang', 'shang', 'jun', 'zi']",17,35
画龙点睛,"['hua', 'long', 'dian', 'jing']",42,48
五十步笑百步,"['wu', 'shi', 'bu', 'xiao', 'bai', 'bu']",60,126
寄人篱下,"['ji', 'ren', 'li', 'xia']",98,7
开源节流,"['kai', 'yuan', 'jie', 'liu']",12,21
既往不咎,"['ji', 'wang', 'bu', 'jiu']",98,20
兴高采烈,"['xing', 'gao', 'cai', 'lie']",26,3
张冠李戴,"['zhang', 'guan', 'li', 'dai']",40,12
不入虎穴，焉得虎子,"['bu', 'ru', 'hu', 'xue', '，', 'yan', 'de', 'hu', 'zi']",17,35
匹夫之勇,"['pi', 'fu', 'zhi', 'yong']",6,7
食言而肥,"['shi', 'yan', 'er', 'fei']",144,11
伯仲之间,"['bo', 'zhong', 'zhi', 'jian']",8,29
走投无路,"['zou', 'tou', 'wu', 'lu']",2,21
呼风唤雨,"['hu', 'feng', 'huan', 'yu']",18,65
茅塞顿开,"['mao', 'se', 'dun', 'kai']",9,13
生灵涂炭,"['sheng', 'ling', 'tu', 'tan']",50,15
登峰造极,"['deng', 'feng', 'zao', 'ji']",4,62
正襟危坐,"['zheng', 'jin', 'wei', 'zuo']",20,30
顺水推舟,"['shun', 'shui', 'tui', 'zhou']",4,1
节衣缩食,"['jie', 'yi', 'suo', 'shi']",52,99
招摇撞骗,"['zhao', 'yao', 'zhuang', 'pian']",10,1
杯盘狼藉,"['bei', 'pan', 'lang', 'ji']",26,62
游刃有余,"['you', 'ren', 'you', 'yu']",26,65
悬崖勒马,"['xuan', 'ya', 'le', 'ma']",4,13
肆无忌惮,"['si', 'wu', 'ji', 'dan']",28,23
手不释卷,"['shou', 'bu', 'shi', 'juan']",32,5
不足挂齿,"['bu', 'zu', 'gua', 'chi']",17,13
不识时务,"['bu', 'shi', 'shi', 'wu']",17,101
石破天惊,"['shi', 'po', 'tian', 'jing']",144,48
覆水难收,"['fu', 'shui', 'nan', 'shou']",47,33
七上八下,"['qi', 'shang', 'ba', 'xia']",63,7
束手无策,"['shu', 'shou', 'wu', 'ce']",31,0
心心相印,"['xin', 'xin', 'xiang', 'yin']",80,47
空穴来风,"['kong', 'xue', 'lai', 'feng']",13,52
步步为营,"['bu', 'bu', 'wei', 'ying']",17,28
心照不宣,"['xin', 'zhao', 'bu', 'xuan']",80,11
一介不取,"['yi', 'jie', 'bu', 'qu']",126,14
人云亦云,"['ren', 'yun', 'yi', 'yun']",62,3
力透纸背,"['li', 'tou', 'zhi', 'bei']",82,29
成竹在胸,"['cheng', 'zhu', 'zai', 'xiong']",35,5
小心翼翼,"['xiao', 'xin', 'yi', 'yi']",17,263
一目十行,"['yi', 'mu', 'shi', 'hang']",126,3
大逆不道,"['da', 'ni', 'bu', 'dao']",15,23
口碑载道,"['kou', 'bei', 'zai', 'dao']",15,23
失之交臂,"['shi', 'zhi', 'jiao', 'bi']",144,28
上行下效,"['shang', 'xing', 'xia', 'xiao']",16,23
一刀两断,"['yi', 'dao', 'liang', 'duan']",126,7
毛骨悚然,"['mao', 'gu', 'song', 'ran']",9,3
先声夺人,"['xian', 'sheng', 'duo', 'ren']",10,28
心不在焉,"['xin', 'bu', 'zai', 'yan']",80,55
心花怒放,"['xin', 'hua', 'nu', 'fang']",80,22
三思而行,"['san', 'si', 'er', 'xing']",8,27
三长两短,"['san', 'chang', 'liang', 'duan']",8,7
汗流浃背,"['han', 'liu', 'jia', 'bei']",7,29
白驹过隙,"['bai', 'ju', 'guo', 'xi']",3,36
寸草春晖,"['cun', 'cao', 'chun', 'hui']",2,22
天造地设,"['tian', 'zao', 'di', 'she']",39,14
如胶似漆,"['ru', 'jiao', 'si', 'qi']",17,67
冰消瓦解,"['bing', 'xiao', 'wa', 'jie']",15,44
得寸进尺,"['de', 'cun', 'jin', 'chi']",23,13
相形见绌,"['xiang', 'xing', 'jian', 'chu']",24,44
弱不禁风,"['ruo', 'bu', 'jin', 'feng']",1,52
酒囊饭袋,"['jiu', 'nang', 'fan', 'dai']",10,12
虚张声势,"['xu', 'zhang', 'sheng', 'shi']",12,99
虚与委蛇,"['xu', 'yu', 'wei', 'yi']",12,263
进退维谷,"['jin', 'tui', 'wei', 'gu']",44,44
后生可畏,"['hou', 'sheng', 'ke', 'wei']",14,44
胸无点墨,"['xiong', 'wu', 'dian', 'mo']",8,38
风驰电掣,"['feng', 'chi', 'dian', 'che']",45,6
隔靴搔痒,"['ge', 'xue', 'sao', 'yang']",13,20
鸡鸣狗盗,"['ji', 'ming', 'gou', 'dao']",98,23
凤毛麟角,"['feng', 'mao', 'lin', 'jiao']",45,24
满面春风,"['man', 'mian', 'chun', 'feng']",5,52
美轮美奂,"['mei', 'lun', 'mei', 'huan']",16,19
咬文嚼字,"['yao', 'wen', 'jiao', 'zi']",18,35
亡羊补牢,"['wang', 'yang', 'bu', 'lao']",12,25
讳疾忌医,"['hui', 'ji', 'ji', 'yi']",27,263
亦步亦趋,"['yi', 'bu', 'yi', 'qu']",126,14
叶公好龙,"['ye', 'gong', 'hao', 'long']",14,7
雕虫小技,"['diao', 'chong', 'xiao', 'ji']",11,62
永垂不朽,"['yong', 'chui', 'bu', 'xiu']",13,14
出人头地,"['chu', 'ren', 'tou', 'di']",23,15
克勤克俭,"['ke', 'qin', 'ke', 'jian']",24,29
名副其实,"['ming', 'fu', 'qi', 'shi']",29,99
鸡犬不宁,"['ji', 'quan', 'bu', 'ning']",98,0
玩物丧志,"['wan', 'wu', 'sang', 'zhi']",4,66
沆瀣一气,"['hang', 'xie', 'yi', 'qi']",4,67
抱头鼠窜,"['bao', 'tou', 'shu', 'cuan']",6,2
物以类聚,"['wu', 'yi', 'lei', 'ju']",60,25
狗尾续貂,"['gou', 'wei', 'xu', 'diao']",7,12
陈陈相因,"['chen', 'chen', 'xiang', 'yin']",8,47
升堂入室,"['sheng', 'tang', 'ru', 'shi']",50,99
墨守成规,"['mo', 'shou', 'cheng', 'gui']",32,8
铤而走险,"['ting', 'er', 'zou', 'xian']",12,13
左右逢源,"['zuo', 'you', 'feng', 'yuan']",11,19
倾国倾城,"['qing', 'guo', 'qing', 'cheng']",15,17
待价而沽,"['dai', 'jia', 'er', 'gu']",19,44
焚膏继晷,"['fen', 'gao', 'ji', 'gui']",17,8
狡兔三窟,"['jiao', 'tu', 'san', 'ku']",32,10
忠言逆耳,"['zhong', 'yan', 'ni', 'er']",45,15
嗟来之食,"['jie', 'lai', 'zhi', 'shi']",52,99
断章取义,"['duan', 'zhang', 'qu', 'yi']",24,263
上下其手,"['shang', 'xia', 'qi', 'shou']",16,33
一日三秋,"['yi', 'ri', 'san', 'qiu']",126,13
出生入死,"['chu', 'sheng', 'ru', 'si']",23,32
讳莫如深,"['hui', 'mo', 'ru', 'shen']",27,46
一字千金,"['yi', 'zi', 'qian', 'jin']",126,39
日薄西山,"['ri', 'bo', 'xi', 'shan']",15,12
首鼠两端,"['shou', 'shu', 'liang', 'duan']",32,7
心旷神怡,"['xin', 'kuang', 'shen', 'yi']",80,263
洞若观火,"['dong', 'ruo', 'guan', 'huo']",11,17
心腹之患,"['xin', 'fu', 'zhi', 'huan']",80,19
专心致志,"['zhuan', 'xin', 'zhi', 'zhi']",5,66
呕心沥血,"['ou', 'xin', 'li', 'xue']",2,14
兵不血刃,"['bing', 'bu', 'xue', 'ren']",15,28
循循善诱,"['xun', 'xun', 'shan', 'you']",4,43
暴殄天物,"['bao', 'tian', 'tian', 'wu']",6,101
不翼而飞,"['bu', 'yi', 'er', 'fei']",17,11
人面桃花,"['ren', 'mian', 'tao', 'hua']",62,24
塞翁失马,"['sai', 'weng', 'shi', 'ma']",1,13
得过且过,"['de', 'guo', 'qie', 'guo']",23,15
怙恶不悛,"['hu', 'e', 'bu', 'quan']",18,4
七嘴八舌,"['qi', 'zui', 'ba', 'she']",63,14
危言耸听,"['wei', 'yan', 'song', 'ting']",51,9
如雷贯耳,"['ru', 'lei', 'guan', 'er']",17,15
瓜熟蒂落,"['gua', 'shu', 'di', 'luo']",4,12
任劳任怨,"['ren', 'lao', 'ren', 'yuan']",62,19
口诛笔伐,"['kou', 'zhu', 'bi', 'fa']",15,6
一波三折,"['yi', 'bo', 'san', 'zhe']",126,6
羽毛未丰,"['yu', 'mao', 'wei', 'feng']",80,52
七窍生烟,"['qi', 'qiao', 'sheng', 'yan']",63,55
有声有色,"['you', 'sheng', 'you', 'se']",26,3
含血喷人,"['han', 'xue', 'pen', 'ren']",7,28
力争上游,"['li', 'zheng', 'shang', 'you']",82,43
一孔之见,"['yi', 'kong', 'zhi', 'jian']",126,29
箪食瓢饮,"['dan', 'si', 'piao', 'yin']",33,47
另起炉灶,"['ling', 'qi', 'lu', 'zao']",17,4
兄弟阋墙,"['xiong', 'di', 'xi', 'qiang']",8,7
古道热肠,"['gu', 'dao', 're', 'chang']",40,11
拖泥带水,"['tuo', 'ni', 'dai', 'shui']",1,28
两小无猜,"['liang', 'xiao', 'wu', 'cai']",17,7
人定胜天,"['ren', 'ding', 'sheng', 'tian']",62,32
十恶不赦,"['shi', 'e', 'bu', 'she']",144,14
一刻千金,"['yi', 'ke', 'qian', 'jin']",126,39
普天同庆,"['pu', 'tian', 'tong', 'qing']",5,42
麻木不仁,"['ma', 'mu', 'bu', 'ren']",37,28
浑浑噩噩,"['hun', 'hun', 'e', 'e']",5,12
推己及人,"['tui', 'ji', 'ji', 'ren']",4,28
欲擒故纵,"['yu', 'qin', 'gu', 'zong']",80,4
吴下阿蒙,"['wu', 'xia', 'a', 'meng']",60,8
国色天香,"['guo', 'se', 'tian', 'xiang']",7,24
无与伦比,"['wu', 'yu', 'lun', 'bi']",60,28
开宗明义,"['kai', 'zong', 'ming', 'yi']",12,263
重见天日,"['chong', 'jian', 'tian', 'ri']",4,9
约法三章,"['yue', 'fa', 'san', 'zhang']",16,5
血流漂杵,"['xue', 'liu', 'piao', 'chu']",11,44
有恃无恐,"['you', 'shi', 'wu', 'kong']",26,14
万劫不复,"['wan', 'jie', 'bu', 'fu']",4,53
平易近人,"['ping', 'yi', 'jin', 'ren']",8,28
快刀斩乱麻,"['kuai', 'dao', 'zhan', 'luan', 'ma']",4,13
踌躇滿志,"['chou', 'chu', 'man', 'zhi']",7,66
不屈不挠,"['bu', 'qu', 'bu', 'nao']",17,3
以德报怨,"['yi', 'de', 'bao', 'yuan']",126,19
春风化雨,"['chun', 'feng', 'hua', 'yu']",7,65
继往开来,"['ji', 'wang', 'kai', 'lai']",98,3
穷兵黩武,"['qiong', 'bing', 'du', 'wu']",5,101
聚精会神,"['ju', 'jing', 'hui', 'shen']",38,46
人浮于事,"['ren', 'fu', 'yu', 'shi']",62,99
白云苍狗,"['bai', 'yun', 'cang', 'gou']",3,8
目空一切,"['mu', 'kong', 'yi', 'qie']",21,9
千篇一律,"['qian', 'pian', 'yi', 'lv']",17,4
变本加厉,"['bian', 'ben', 'jia', 'li']",24,55
体贴入微,"['ti', 'tie', 'ru', 'wei']",9,44
如释重负,"['ru', 'shi', 'zhong', 'fu']",17,53
深居简出,"['shen', 'ju', 'jian', 'chu']",24,44
每下愈况,"['mei', 'xia', 'yu', 'kuang']",16,1
同仇敌忾,"['tong', 'chou', 'di', 'kai']",29,13
文质彬彬,"['wen', 'zhi', 'bin', 'bin']",30,3
一成不变,"['yi', 'cheng', 'bu', 'bian']",126,16
行将就木,"['xing', 'jiang', 'jiu', 'mu']",26,36
自顾不暇,"['zi', 'gu', 'bu', 'xia']",14,7
血气方刚,"['xue', 'qi', 'fang', 'gang']",11,6
自命不凡,"['zi', 'ming', 'bu', 'fan']",14,30
三教九流,"['san', 'jiao', 'jiu', 'liu']",8,21
老气横秋,"['lao', 'qi', 'heng', 'qiu']",17,13
移风易俗,"['yi', 'feng', 'yi', 'su']",126,9
有志竟成,"['you', 'zhi', 'jing', 'cheng']",26,17
推波助澜,"['tui', 'bo', 'zhu', 'lan']",4,7
有口皆碑,"['you', 'kou', 'jie', 'bei']",26,29
卷土重来,"['juan', 'tu', 'chong', 'lai']",7,3
投其所好,"['tou', 'qi', 'suo', 'hao']",17,17
惊心动魄,"['jing', 'xin', 'dong', 'po']",44,11
惊天动地,"['jing', 'tian', 'dong', 'di']",44,15
沐猴而冠,"['mu', 'hou', 'er', 'guan']",21,11
作茧自缚,"['zuo', 'jian', 'zi', 'fu']",11,53
言人人殊,"['yan', 'ren', 'ren', 'shu']",41,30
下笔成章,"['xia', 'bi', 'cheng', 'zhang']",30,5
豁然开朗,"['huo', 'ran', 'kai', 'lang']",32,7
言过其实,"['yan', 'guo', 'qi', 'shi']",41,99
历历在目,"['li', 'li', 'zai', 'mu']",82,36
垂涎三尺,"['chui', 'xian', 'san', 'chi']",0,13
穷途末路,"['qiong', 'tu', 'mo', 'lu']",5,21
和衷共济,"['he', 'zhong', 'gong', 'ji']",57,62
镜花水月,"['jing', 'hua', 'shui', 'yue']",44,11
侃侃而谈,"['kan', 'kan', 'er', 'tan']",5,15
一衣带水,"['yi', 'yi', 'dai', 'shui']",126,28
门当户对,"['men', 'dang', 'hu', 'dui']",6,11
融会贯通,"['rong', 'hui', 'guan', 'tong']",10,35
剑拔弩张,"['jian', 'ba', 'nu', 'zhang']",40,5
管窥蠡测,"['guan', 'kui', 'li', 'ce']",25,0
明知故犯,"['ming', 'zhi', 'gu', 'fan']",29,30
寿终正寝,"['shou', 'zhong', 'zheng', 'qin']",32,5
落花流水,"['luo', 'hua', 'liu', 'shui']",16,28
江河日下,"['jiang', 'he', 'ri', 'xia']",6,7
脑满肠肥,"['nao', 'man', 'chang', 'fei']",5,11
色厉内荏,"['se', 'li', 'nei', 'ren']",23,28
耳提面命,"['er', 'ti', 'mian', 'ming']",20,40
萍水相逢,"['ping', 'shui', 'xiang', 'feng']",8,52
愁眉不展,"['chou', 'mei', 'bu', 'zhan']",7,10
体无完肤,"['ti', 'wu', 'wan', 'fu']",9,53
视死如归,"['shi', 'si', 'ru', 'gui']",144,8
虚怀若谷,"['xu', 'huai', 'ruo', 'gu']",12,44
无出其右,"['wu', 'chu', 'qi', 'you']",60,43
三人成虎,"['san', 'ren', 'cheng', 'hu']",8,37
劳燕分飞,"['lao', 'yan', 'fen', 'fei']",17,11
风吹草动,"['feng', 'chui', 'cao', 'dong']",45,31
倚老卖老,"['yi', 'lao', 'mai', 'lao']",126,25
无中生有,"['wu', 'zhong', 'sheng', 'you']",60,43
釜底抽薪,"['fu', 'di', 'chou', 'xin']",47,81
唾手可得,"['tuo', 'shou', 'ke', 'de']",1,23
狼狈不堪,"['lang', 'bei', 'bu', 'kan']",11,8
运筹帷幄,"['yun', 'chou', 'wei', 'wo']",20,8
狭路相逢,"['xia', 'lu', 'xiang', 'feng']",30,52
神魂颠倒,"['shen', 'hun', 'dian', 'dao']",24,23
鬼斧神工,"['gui', 'fu', 'shen', 'gong']",38,13
高谈阔论,"['gao', 'tan', 'kuo', 'lun']",4,2
流离失所,"['liu', 'li', 'shi', 'suo']",25,6
莫衷一是,"['mo', 'zhong', 'yi', 'shi']",32,99
掌上明珠,"['zhang', 'shang', 'ming', 'zhu']",40,19
提纲挈领,"['ti', 'gang', 'qie', 'ling']",9,16
无病呻吟,"['wu', 'bing', 'shen', 'yin']",60,47
喧宾夺主,"['xuan', 'bin', 'duo', 'zhu']",4,19
虚有其表,"['xu', 'you', 'qi', 'biao']",12,4
摇尾乞怜,"['yao', 'wei', 'qi', 'lian']",18,13
改过自新,"['gai', 'guo', 'zi', 'xin']",8,81
邯郸学步,"['han', 'dan', 'xue', 'bu']",7,126
月下老人,"['yue', 'xia', 'lao', 'ren']",16,28
马首是瞻,"['ma', 'shou', 'shi', 'zhan']",37,10
疲于奔命,"['pi', 'yu', 'ben', 'ming']",6,40
害群之马,"['hai', 'qun', 'zhi', 'ma']",26,13
鹿死谁手,"['lu', 'si', 'shei', 'shou']",31,33
舍生取义,"['she', 'sheng', 'qu', 'yi']",23,263
学富五车,"['xue', 'fu', 'wu', 'che']",11,6
集思广益,"['ji', 'si', 'guang', 'yi']",98,263
鹑衣百结,"['chun', 'yi', 'bai', 'jie']",7,44
期期艾艾,"['qi', 'qi', 'ai', 'ai']",63,5
殃及池鱼,"['yang', 'ji', 'chi', 'yu']",28,65
患得患失,"['huan', 'de', 'huan', 'shi']",14,99
瞻前顾后,"['zhan', 'qian', 'gu', 'hou']",18,9
长袖善舞,"['chang', 'xiu', 'shan', 'wu']",21,101
树倒猢狲散,"['shu', 'dao', 'hu', 'sun', 'san']",31,35
靡靡之音,"['mi', 'mi', 'zhi', 'yin']",12,47
疾言厉色,"['ji', 'yan', 'li', 'se']",98,3
立锥之地,"['li', 'zhui', 'zhi', 'di']",82,15
亭亭玉立,"['ting', 'ting', 'yu', 'li']",12,55
天作之合,"['tian', 'zuo', 'zhi', 'he']",39,13
淋漓尽致,"['lin', 'li', 'jin', 'zhi']",3,66
包罗万象,"['bao', 'luo', 'wan', 'xiang']",6,24
迫不及待,"['po', 'bu', 'ji', 'dai']",14,12
海誓山盟,"['hai', 'shi', 'shan', 'meng']",26,8
